CREDIT_LIMIT,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,AVG_BILL_AMT,AVG_PAY_AMT
0.08080808080808081,0,0.5,0.3333333333333333,0.5862068965517241,0.2,0.2,0.2,0.2,0.2,0.2,0.09599613724080575,0.005887204453266232
0.15151515151515152,0,0.3333333333333333,0.6666666666666666,0.13793103448275862,0.2,0.2,0.2,0.2,0.2,0.2,0.18375909039449403,0.013606909396957034
0.04040404040404041,0,0.16666666666666666,0.6666666666666666,0.1896551724137931,0.3,0.4,0.4,0.4,0.4,0.4,0.11093772265060424,0.005743768443655999
0.08080808080808081,1,0.3333333333333333,0.6666666666666666,0.1206896551724138,0.4,0.4,0.2,0.2,0.2,0.4,0.1316996961862754,0.006648680916049839
0.4444444444444444,0,0.16666666666666666,0.6666666666666666,0.1206896551724138,0.1,0.2,0.2,0.2,0.1,0.1,0.07282476051500124,0.015622923605559405
0,0,0.3333333333333333,0.3333333333333333,0.13793103448275862,0.2,0.2,0.2,0.2,0.2,0.2,0.06917556733382837,0.005378850360382969
0.050505050505050504,0,0.3333333333333333,0.6666666666666666,0.13793103448275862,0.2,0.2,0.2,0.2,0.2,0.2,0.09720699939394403,0.007727087679479584
0.010101010101010102,0,0.5,0.6666666666666666,0.1206896551724138,0.3,0.4,0.4,0.4,0.2,0.2,0.07971280013971076,0.002294976153763399
0.32323232323232326,1,0.3333333333333333,0.3333333333333333,0.41379310344827586,0.2,0.2,0.2,0.2,0.2,0.2,0.10811261571581585,0.005344573372792303
0.2222222222222222,1,0.16666666666666666,0.3333333333333333,0.2413793103448276,0.1,0.1,0.1,0.1,0.1,0.1,0.07413365589658268,0.04125314557278435
0.37373737373737376,1,0.3333333333333333,0.3333333333333333,0.39655172413793105,0.1,0.1,0,0.1,0.2,0.1,0.06948216670220153,0.023725476133724523
0.35353535353535354,1,0.16666666666666666,0.3333333333333333,0.41379310344827586,0.3,0,0,0,0,0,0.06004472743726861,0
0.1919191919191919,1,0.16666666666666666,0.6666666666666666,0.22413793103448276,0.1,0.1,0.1,0.1,0.2,0.2,0.07041696442697351,0.02652511501247679
0.04040404040404041,0,0.16666666666666666,0.3333333333333333,0.3448275862068966,0.4,0.2,0.2,0.2,0.2,0.2,0.10479466413530238,0.005485372691049387
0.09090909090909091,1,0.5,0.3333333333333333,0.3103448275862069,0,0.1,0.1,0.1,0.1,0,0.06259823411620638,0.0043057169796594935
0.0707070707070707,1,0.3333333333333333,0.6666666666666666,0.25862068965517243,0.2,0.2,0.2,0.2,0.2,0.2,0.10787155039997207,0.024821285060084887
0.1919191919191919,1,0.3333333333333333,0.6666666666666666,0.10344827586206896,0,0,0,0,0,0,0.060327577407858636,6.960865172260313e-4
0.1919191919191919,0,0.16666666666666666,1,0.3793103448275862,0.1,0.1,0.1,0.1,0.1,0.2,0.06367463539317401,0.006414542723891993
0.04040404040404041,0,0.5,0.6666666666666666,0.5517241379310345,0.2,0.2,0.2,0.2,0.2,0.2,0.09819768855861158,0.004015153592544699
0.35353535353535354,1,0.3333333333333333,0.6666666666666666,0.1724137931034483,0.1,0.2,0.2,0.2,0.2,0.1,0.07926727572265138,0.04153843557719268
0,0,0.3333333333333333,0.3333333333333333,0.13793103448275862,0.4,0.2,0.2,0.4,0.4,0.4,0.06616439368858866,0.004060504683818506
0.35353535353535354,1,0.3333333333333333,0.6666666666666666,0.10344827586206896,0.2,0.1,0.1,0.1,0.1,0.2,0.06526084517142607,0.009499998945323449
0.2222222222222222,0,0.3333333333333333,0.3333333333333333,0.27586206896551724,0.2,0.2,0.2,0.2,0.2,0.2,0.08889274593394245,0.00896475060063827
0.06060606060606061,1,0.16666666666666666,0.6666666666666666,0.05172413793103448,0.2,0.2,0.2,0.2,0.2,0.2,0.133074661321088,0.00820011010823091
0.1919191919191919,0,0.3333333333333333,0.3333333333333333,0.3448275862068966,0.3,0.4,0.4,0.4,0.4,0.1,0.06284144223485766,0.0023566747314266155
0.050505050505050504,1,0.5,0.6666666666666666,0.3448275862068966,0.2,0.2,0.2,0.2,0.2,0.2,0.11328552026002207,0.00865467569751031
0.09090909090909091,0,0.3333333333333333,0.6666666666666666,0.25862068965517243,0.2,0.2,0.2,0.2,0,0,0.06200699910823695,0.0027421590072540633
0.2727272727272727,0,0.5,0.3333333333333333,0.1896551724137931,0.2,0.2,0.2,0.2,0.2,0.2,0.24109495794928065,0.01834715311161219
0,0,0.5,0.6666666666666666,0.13793103448275862,0.2,0.2,0.2,0.2,0.2,0.2,0.06705704962481314,0.00421870616500624
0.1919191919191919,1,0.16666666666666666,0.3333333333333333,0.6551724137931034,0.2,0.2,0.2,0.2,0.2,0.2,0.16387995161551264,0.012887092657552843
0.0707070707070707,0,0.5,0.3333333333333333,0.22413793103448276,0.3,0.4,0.4,0.4,0.4,0.4,0.13952467633856439,0.00803505322952503
0.15151515151515152,1,0.3333333333333333,0.3333333333333333,0.20689655172413793,0.1,0.1,0.1,0.1,0.1,0.1,0.06306750793104894,0.012498971690372257
0.12121212121212122,1,0.16666666666666666,0.3333333333333333,0.20689655172413793,0.1,0.1,0.1,0.1,0.1,0.1,0.09322745744661477,0.09737775771548614
0.04040404040404041,0,0.3333333333333333,0.3333333333333333,0.1896551724137931,0.2,0.2,0.2,0.2,0.2,0.2,0.08974058157811,0.0032462943939723095
0.04040404040404041,0,0.3333333333333333,0.3333333333333333,0.25862068965517243,0.4,0.4,0.4,0.4,0.2,0.2,0.09693307776838522,0.002892977752653035
0.29292929292929293,1,0.16666666666666666,0.6666666666666666,0.06896551724137931,0.3,0,0.1,0.2,0.2,0.2,0.0637973108539034,0.0058893138063487145
0.35353535353535354,0,0.16666666666666666,0.6666666666666666,0.20689655172413793,0.2,0.2,0.2,0.2,0.2,0.2,0.35481421721092116,0.1285861639093905
0.3434343434343434,1,0.16666666666666666,0.6666666666666666,0.20689655172413793,0.1,0.1,0.1,0.1,0.2,0.1,0.07941066494385322,0.11035660723212787
0.40404040404040403,0,0.3333333333333333,0.3333333333333333,0.43103448275862066,0.1,0.1,0.1,0.1,0.1,0.1,0.06624421309316804,0.019345931796177402
0.37373737373737376,1,0.16666666666666666,0.6666666666666666,0.39655172413793105,0.2,0.2,0.2,0.2,0.2,0.2,0.4154676792124201,0.039324142178835134
0.020202020202020204,1,0.3333333333333333,0.6666666666666666,0.13793103448275862,0,0,0,0,0,0,0.06160397361352628,0.00493746822786919
0.04040404040404041,0,0.5,0.3333333333333333,0.5689655172413793,0.2,0.2,0.2,0.5,0.4,0.4,0.10039263290109436,0.004975436583354247
0.04040404040404041,1,0.3333333333333333,0.6666666666666666,0.29310344827586204,0.2,0.2,0.2,0.2,0.2,0.4,0.08426964887676068,0.012097139928155412
0.16161616161616163,1,0.3333333333333333,0.3333333333333333,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.08535069289314455,0.0329623332820056
0.1717171717171717,0,0.16666666666666666,0.6666666666666666,0.1724137931034483,0.1,0.1,0.1,0.1,0.1,0.1,0.06724829477538254,0.021255423674113354
0.494949494949495,1,0.3333333333333333,0.6666666666666666,0.1724137931034483,0,0,0,0,0,0,0.060342934161312395,0.010585261106271308
0.030303030303030304,1,0.3333333333333333,0.6666666666666666,0.10344827586206896,0.2,0.2,0.2,0.2,0.2,0.2,0.0977341288845891,0.009148791657086678
0.010101010101010102,1,0.3333333333333333,0.3333333333333333,0.3103448275862069,0.3,0.4,0.4,0.2,0.2,0.2,0.08052492240375335,0.0029530943155043742
0.26262626262626265,1,0.3333333333333333,0.3333333333333333,0.1206896551724138,0.2,0.2,0.2,0.2,0.2,0.2,0.3063381249975452,0.025839575260663293
0.1919191919191919,1,0.3333333333333333,0.3333333333333333,0.13793103448275862,0.3,0.4,0.2,0.2,0.2,0.4,0.11458227309236094,0.006049097302348327
0.010101010101010102,0,0.16666666666666666,0.6666666666666666,0.13793103448275862,0.5,0.4,0.4,0.4,0.2,0.2,0.07900192530832256,0.0031640296237546877
0.1717171717171717,0,0.16666666666666666,0.6666666666666666,0.3275862068965517,0.2,0.2,0.2,0.2,0.2,0.2,0.1548212527468054,0.012636079640734982
0.494949494949495,1,0.3333333333333333,0.6666666666666666,0.3448275862068966,0.1,0.1,0.1,0.1,0.2,0.1,0.08023635829234335,0.03384404287049202
0.21212121212121213,1,0.3333333333333333,0.3333333333333333,0.22413793103448276,0.2,0.2,0.2,0.2,0.2,0.2,0.25722008477642183,0.023598914948774335
0.32323232323232326,0,0.3333333333333333,0.3333333333333333,0.3620689655172414,0.1,0.1,0.1,0.1,0.1,0.1,0.06051078704789991,0.0011469607386110742
0.04040404040404041,0,0.3333333333333333,0.3333333333333333,0.4827586206896552,0.3,0.4,0.4,0.2,0.2,0.2,0.10290364065768343,0.004060504683818506
0.0707070707070707,1,0.3333333333333333,0.6666666666666666,0.1206896551724138,0,0,0,0,0,0,0.060637212413542425,0.0017497083819363421
0.1111111111111111,1,0.16666666666666666,0.6666666666666666,0.08620689655172414,0.2,0.2,0.2,0.2,0.2,0.2,0.1497935230928074,0.010144406312028165
0.23232323232323232,1,0.16666666666666666,0.6666666666666666,0.10344827586206896,0,0,0,0,0,0,0.06631903262452994,0.01730144132096127
0.46464646464646464,1,0.3333333333333333,0.3333333333333333,0.25862068965517243,0.1,0.2,0.2,0.1,0.1,0.1,0.06130487405497938,0.0032125447446522486
0.2222222222222222,1,0.5,0.6666666666666666,0.15517241379310345,0.2,0.2,0.2,0.2,0.2,0.2,0.06619028588917929,0.005800720976883583
0.010101010101010102,1,0.3333333333333333,0.6666666666666666,0.05172413793103448,0.5,0.4,0.5,0.4,0.5,0.4,0.08110705049979099,0.0030058281425669534
0.20202020202020202,0,0.3333333333333333,0.3333333333333333,0.1724137931034483,0.1,0.1,0.4,0.1,0.1,0.1,0.06156326036018377,0.003562697356347778
0.1717171717171717,1,0.3333333333333333,0.3333333333333333,0.1724137931034483,0.3,0.1,0.4,0.1,0.2,0.2,0.06027668584118051,5.268109323551555e-4
0.010101010101010102,0,0.5,0.3333333333333333,0.3275862068965517,0.5,0.4,0.4,0.4,0.4,0.4,0.06036614785839364,0
0.010101010101010102,0,0.3333333333333333,0.3333333333333333,0.1724137931034483,0.1,0.1,0.1,0.1,0.1,0.1,0.06140130018131689,0.0031793224336028247
0.1414141414141414,0,0.3333333333333333,0.3333333333333333,0.25862068965517243,0.4,0.4,0.4,0.4,0.4,0.4,0.10211008935130579,0.0032842627494573656
0.25252525252525254,0,0.16666666666666666,0.6666666666666666,0.13793103448275862,0.2,0.2,0.2,0.2,0.2,0.2,0.1692907072713514,0.033485980184737
0.35353535353535354,1,0.3333333333333333,0.6666666666666666,0.1896551724137931,0.2,0.2,0.2,0.2,0.2,0.2,0.07359438385669516,0.01239244935970587
0.15151515151515152,1,0.16666666666666666,0.6666666666666666,0.1896551724137931,0,0,0,0,0,0,0.06588065088349551,0.016313209401808533
0.25252525252525254,1,0.16666666666666666,0.6666666666666666,0.1724137931034483,0.2,0.2,0.2,0.2,0.2,0.2,0.2610662372489838,0.023044682426346632
0.020202020202020204,0,0.3333333333333333,0.6666666666666666,0.05172413793103448,0.3,0.4,0.4,0.4,0.4,0.4,0.08490124000427138,0.0036918952326510843
0.20202020202020202,0,0.3333333333333333,1,0.10344827586206896,0.2,0.2,0.2,0.2,0.2,0.2,0.1504456494138899,0.011022951870890694
0.0707070707070707,1,0.5,0.6666666666666666,0.034482758620689655,0.2,0.2,0.4,0.4,0.4,0.4,0.1287051292627938,0.008462197228731911
0.12121212121212122,1,0.8333333333333334,0.6666666666666666,0.10344827586206896,0.2,0.2,0.2,0.2,0.2,0.2,0.1811584420537905,0.02360471566975121
0,0,0.16666666666666666,0.3333333333333333,0.46551724137931033,0.3,0.4,0.2,0.2,0.2,0.2,0.06757310796761945,0.002109353082503126
0.04040404040404041,1,0.16666666666666666,0.6666666666666666,0.13793103448275862,0.2,0.2,0.2,0.2,0.2,0.2,0.08211648918902416,0.009492088871264062
0.494949494949495,1,0.5,0.3333333333333333,0.5517241379310345,0.1,0.1,0.1,0.1,0.1,0.1,0.061613616226160024,0.004413293986867153
0.35353535353535354,0,0.16666666666666666,0.6666666666666666,0.2413793103448276,0,0,0,0,0,0,0.060992024845084335,0.0020218149295792454
0.2828282828282828,0,0.16666666666666666,0.6666666666666666,0.3448275862068966,0.2,0.2,0.2,0.2,0.2,0.2,0.3273836627714088,0.029671215135030217
0.1414141414141414,1,0.3333333333333333,0.3333333333333333,0.22413793103448276,0.2,0.2,0.2,0.2,0.2,0.2,0.21815000405346913,0.019321674235728635
0.06060606060606061,0,0.16666666666666666,0.6666666666666666,0.08620689655172414,0.2,0.2,0.2,0.2,0.2,0.2,0.06860236758282205,0.0023202883907534368
0.0707070707070707,0,0.16666666666666666,0.6666666666666666,0.1206896551724138,0.3,0.1,0.1,0.1,0,0,0.06009008343002736,1.3394392073894833e-4
0,0,0.3333333333333333,0.3333333333333333,0.034482758620689655,0.3,0.5,0.4,0.4,0.4,0.2,0.06899914323601086,0.0010546765412515614
0.09090909090909091,0,0.3333333333333333,0.6666666666666666,0.08620689655172414,0.2,0.2,0.2,0.2,0.2,0.2,0.11846217470914133,0.00785734023232413
0.12121212121212122,1,0.16666666666666666,0.6666666666666666,0.1206896551724138,0,0,0,0,0.1,0.1,0.06353981738320212,0.005722147574560353
0.13131313131313133,0,0.16666666666666666,0.6666666666666666,0.10344827586206896,0.1,0.1,0.1,0.1,0.1,0.1,0.06073345997297931,0.002246461032865828
0.24242424242424243,0,0.16666666666666666,0.6666666666666666,0.13793103448275862,0.1,0.1,0.1,0.1,0.1,0.2,0.06495978137697228,0.00854129796932578
0.18181818181818182,1,0.16666666666666666,0.3333333333333333,0.3793103448275862,0,0,0,0,0,0,0.09317442307712914,0.10041258946293762
0.1111111111111111,0,0.16666666666666666,0.6666666666666666,0.29310344827586204,0.2,0.2,0.2,0.2,0.2,0.1,0.08486106245163075,0.013565777011848223
0.12121212121212122,0,0.3333333333333333,0.6666666666666666,0.29310344827586204,0.3,0,0,0,0.1,0.1,0.06815452179605451,0.02518883983471107
0.494949494949495,0,0.16666666666666666,0.6666666666666666,0.3103448275862069,0.1,0.1,0.1,0.1,0.2,0.1,0.06920003099921401,0.026861556829136057
0.25252525252525254,1,0.3333333333333333,0.3333333333333333,0.43103448275862066,0,0,0,0,0,0,0.06025704348211175,0.00553125112059383
0.1414141414141414,0,0.3333333333333333,0.3333333333333333,0.3275862068965517,0.2,0.2,0.2,0.2,0.2,0,0.09430314445597988,0.0035331664131927447
0.23232323232323232,1,0.3333333333333333,0.6666666666666666,0.13793103448275862,0.2,0.2,0.2,0.2,0.2,0.2,0.10535286426665619,0.014028252675187043
0.3939393939393939,1,0.3333333333333333,0.6666666666666666,0.3620689655172414,0.1,0.1,0.1,0.1,0.2,0.2,0.09499580546350435,0.050768964666226574
0.010101010101010102,0,0.5,0.6666666666666666,0.08620689655172414,0.5,0.4,0.4,0.4,0.4,0.1,0.06038400454845614,6.064390112196495e-4
0.16161616161616163,0,0.16666666666666666,0.3333333333333333,0.3275862068965517,0.2,0.2,0.2,0.2,0.4,0.2,0.18340231372704524,0.014883068011871415
0.35353535353535354,0,0.16666666666666666,0.3333333333333333,0.4482758620689655,0.1,0.1,0.1,0.2,0.1,0.1,0.12478040735395644,0.1055994886928127
0.04040404040404041,0,0.3333333333333333,0.3333333333333333,0.1724137931034483,0.3,0.4,0.2,0.2,0.2,0.2,0.11447174018087401,0.005115181225070088
0.1414141414141414,1,1,0.6666666666666666,0.3275862068965517,0.2,0.2,0.2,0.2,0.2,0,0.17218991946989923,0.0884525574851449
0.2828282828282828,1,0.5,0.6666666666666666,0.13793103448275862,0.2,0.2,0.2,0.2,0.2,0.2,0.36335578633541804,0.03322231104942422
0.20202020202020202,0,0.16666666666666666,0.6666666666666666,0.13793103448275862,0,0,0,0,0,0,0.061033273799128714,0.002924090710619958
0.04040404040404041,0,0.3333333333333333,0.3333333333333333,0.06896551724137931,0.2,0.2,0.2,0.2,0.2,0.2,0.10970150399757726,0.005634609421636462
0,1,0.3333333333333333,0.3333333333333333,0.27586206896551724,0.1,0.6,0.5,0.4,0.4,0.4,0.06289965504446143,4.935886213057312e-4
0.494949494949495,1,0.16666666666666666,0.6666666666666666,0.10344827586206896,0.2,0.2,0.1,0.1,0,0.1,0.059945622807421724,0.006599111118611038
0.1919191919191919,1,0.16666666666666666,0.6666666666666666,0.1724137931034483,0.1,0.1,0.1,0.1,0.2,0.2,0.06347303336236836,0.005216430173030239
0.3434343434343434,1,0.16666666666666666,0.6666666666666666,0.1724137931034483,0.2,0.1,0.2,0.2,0.2,0.2,0.09649166039004017,0.048768243267472144
0.050505050505050504,1,0.3333333333333333,0.3333333333333333,0.29310344827586204,0.2,0.2,0,0.1,0.1,0.1,0.0656044078882286,0.011514431139113945
0.41414141414141414,1,0.5,0.6666666666666666,0.2413793103448276,0.2,0.2,0.2,0.2,0.2,0.2,0.11799807933441699,0.006276380096988059
0.10101010101010101,1,0.16666666666666666,0.6666666666666666,0.1206896551724138,0.2,0.2,0.2,0.2,0.2,0.2,0.14412598823386982,0.020442795399079037
0.15151515151515152,1,0.3333333333333333,0.6666666666666666,0.2413793103448276,0.2,0.2,0.2,0.2,0.2,0.2,0.20177113366053906,0.021016539437519875
0.020202020202020204,1,0.5,0.6666666666666666,0.5,0.1,0.1,0,0,0,0,0.06016347442618425,0
0.35353535353535354,1,0.3333333333333333,0.3333333333333333,0.603448275862069,0.1,0.1,0.1,0,0,0,0.06062774836780929,0.0012577017754424884
0.2727272727272727,0,0.5,0.3333333333333333,0.4482758620689655,0.1,0.1,0,0,0.1,0.1,0.06344642689417523,0.01028731498336773
0.13131313131313133,0,0.3333333333333333,0.3333333333333333,0.1896551724137931,0.2,0.2,0.2,0.2,0.4,0.2,0.13349340070305363,0.008578211648269595
0.050505050505050504,1,0.5,0.3333333333333333,0.46551724137931033,0.2,0.2,0.2,0.2,0.2,0.2,0.1171456009508331,0.007224534307573192
0.24242424242424243,0,0.16666666666666666,0.6666666666666666,0.603448275862069,0,0,0,0,0,0,0.06062614126570367,0.0013230917210000862
0.0707070707070707,0,0.5,0.3333333333333333,0.3620689655172414,0.2,0.2,0.2,0,0.1,0.2,0.0631335776842802,0.005695253322758438
0.020202020202020204,1,0.3333333333333333,0.6666666666666666,0.1724137931034483,0.2,0.2,0.2,0,0,0,0.070353394610351,0.0026366913531289055
0.1111111111111111,1,0.3333333333333333,0.6666666666666666,0.1896551724137931,0.2,0.2,0.2,0.2,0.2,0.4,0.0781880173752738,0.007650623630238835
0.08080808080808081,1,0.16666666666666666,0.6666666666666666,0.034482758620689655,0.2,0.2,0.2,0.2,0.4,0.2,0.1282822828421137,0.012181514051455547
0.1717171717171717,0,0.16666666666666666,0.6666666666666666,0.1206896551724138,0.3,0,0,0,0.1,0.1,0.060539536318900536,0.002117263156562513
0.1919191919191919,0,0.3333333333333333,0.3333333333333333,0.2413793103448276,0.2,0.2,0.4,0.2,0.2,0.4,0.2339226398187765,0.01869466903195457
0.04040404040404041,1,0.3333333333333333,0.6666666666666666,0.20689655172413793,0.2,0.2,0.2,0.2,0.2,0.2,0.07906799506155385,0.007064223473302977
0.26262626262626265,1,0.3333333333333333,0.3333333333333333,0.4482758620689655,0,0,0,0,0,0,0.06824094817595702,0.025294307488836213
0.13131313131313133,0,0.5,0.6666666666666666,0.2413793103448276,0.2,0.2,0.4,0.2,0.2,0.2,0.11407175032347401,0.008651511667886556
0.494949494949495,1,0.16666666666666666,0.3333333333333333,0.5344827586206896,0,0,0,0,0,0,0.07235173679524556,0.03864440314799861
0.10101010101010101,1,0.3333333333333333,0.6666666666666666,0.3103448275862069,0.2,0.2,0.2,0.2,0.2,0.2,0.1774976420240773,0.016452954043524374
0.20202020202020202,0,0.3333333333333333,0.6666666666666666,0.05172413793103448,0.2,0.2,0.2,0.2,0.2,0.2,0.1057678537437087,0.006384484442466323
0.020202020202020204,1,0.3333333333333333,0.3333333333333333,0.5344827586206896,0.4,0.4,0.4,0.4,0.4,0.4,0.08228112787140046,0.0034276987590675678
0.010101010101010102,0,0.3333333333333333,0.3333333333333333,0.43103448275862066,0.1,0.4,0.2,0.2,0.2,0.2,0.07051696189132352,0.005112544533716939
0,0,0.3333333333333333,0.6666666666666666,0.3448275862068966,0.3,0.4,0.4,0.4,0.4,0.4,0.07044874933528478,0.0015540658835341784
0.09090909090909091,0,0.16666666666666666,0.3333333333333333,0.1724137931034483,0.2,0.2,0.2,0.2,0.2,0.2,0.13278199017096357,0.011074103683141406
0.26262626262626265,1,0.16666666666666666,0.6666666666666666,0.10344827586206896,0.1,0.1,0.1,0.2,0.1,0.1,0.061934858080384445,0.007804606405261574
0.21212121212121213,1,0.16666666666666666,0.6666666666666666,0.15517241379310345,0.2,0.2,0.2,0.2,0.1,0.1,0.08615317254455339,0.03504531945097765
0.2222222222222222,0,0.3333333333333333,0.6666666666666666,0.10344827586206896,0.2,0.2,0.2,0.2,0.2,0.2,0.06382641725870529,0.005115181225070088
0.25252525252525254,0,0.3333333333333333,0.3333333333333333,0.5517241379310345,0,0,0,0,0,0,0.060043656035864854,0
0.13131313131313133,1,0.3333333333333333,0.6666666666666666,0.10344827586206896,0.2,0.2,0.2,0.4,0.4,0.4,0.152274710176992,0.012656118495018751
0.06060606060606061,1,0.16666666666666666,0.6666666666666666,0.05172413793103448,0.4,0.4,0.4,0.2,0.2,0.2,0.08346895489435813,0.0077160135757964425
0.04040404040404041,1,0.3333333333333333,0.6666666666666666,0.46551724137931033,0.2,0.2,0.2,0.2,0.2,0.2,0.10660158260272695,0.005543907239088848
0.1414141414141414,0,0.16666666666666666,0.3333333333333333,0.6206896551724138,0,0,0,0.1,0.1,0.2,0.1795672324023217,0.09572771626669807
0.1919191919191919,0,0.16666666666666666,0.6666666666666666,0.15517241379310345,0.2,0.2,0.2,0.2,0.2,0.2,0.11124771479008935,0.0063222585265325015
0.25252525252525254,1,0.3333333333333333,0.3333333333333333,0.3620689655172414,0.2,0.2,0.2,0.2,0.2,0.2,0.09112751069526454,0.0081737431946995991
0.5050505050505051,0,0.16666666666666666,0.6666666666666666,0.1896551724137931,0.2,0.2,0.2,0.2,0.2,0.2,0.12597394851773408,0.007646404924073839
0.3434343434343434,0,0.16666666666666666,0.3333333333333333,0.27586206896551724,0,0,0,0,0,0,0.06177414786982193,0.007122230683071802
