CREDIT_LIMIT,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,default_payment_next_month,AVG_BILL_AMT,AVG_PAY_AMT
260000,1,1,2,29,0,0,0,0,0,0,0,101965.5,10583.3333333333
360000,2,2,2,32,0,0,0,0,0,0,0,12646.6666666667,3916.66666666667
160000,2,1,2,32,-2,-2,-2,-2,-2,-2,0,5447,5155.83333333333
260000,2,1,2,31,0,0,0,0,0,0,0,187624.833333333,7283.33333333333
30000,1,2,2,24,1,2,2,2,2,2,1,23200,1166.83333333333
210000,1,2,3,27,0,0,0,0,0,0,0,84376.3333333333,3483.83333333333
80000,2,3,2,23,0,0,2,2,2,2,0,64084.6666666667,2674.5
130000,2,5,2,27,0,0,0,0,0,0,0,113042.333333333,7460.33333333333
10000,1,1,1,48,1,2,0,0,0,0,0,7026.66666666667,666.666666666667
50000,2,1,2,29,0,0,0,0,0,0,0,20600.8333333333,3000
500000,2,3,1,53,-1,-1,-1,-1,-1,-1,0,1464.33333333333,1394.83333333333
360000,1,1,2,35,-2,-2,-2,-2,-2,-2,1,884.166666666667,639
290000,1,1,2,41,0,0,0,0,0,0,0,249522.666666667,9377.66666666667
150000,2,2,1,34,0,0,0,0,0,0,0,147568.666666667,6106.66666666667
70000,1,1,2,26,0,0,0,0,0,0,1,7987.33333333333,733.333333333333
80000,1,1,2,28,1,-1,-1,-1,-2,-2,0,42.3333333333333,42.3333333333333
10000,1,2,1,23,1,3,2,2,2,0,0,8357.66666666667,333.333333333333
100000,1,2,2,26,0,0,0,0,0,0,0,54524.3333333333,2483.33333333333
130000,2,1,2,28,-2,-2,-2,-2,-1,-1,1,3262.16666666667,1808.5
140000,1,1,2,27,-1,-1,-1,-1,-1,-1,0,642.833333333333,710
250000,1,1,2,29,-1,-1,-1,-1,-1,0,0,4587.5,2699.5
190000,2,1,1,43,-2,-2,-2,-2,-2,-2,0,30921.8333333333,31735.6666666667
120000,1,1,2,38,0,0,0,0,0,-1,0,23162.5,4287.5
130000,1,2,2,38,1,-2,-2,-2,-1,-1,0,7569.33333333333,7961
500000,1,1,2,39,-1,-1,-1,-1,0,-1,0,8545.16666666667,8489.66666666667
260000,2,2,1,46,-2,-2,-2,-2,-2,-2,0,198.166666666667,1748.16666666667
150000,1,2,1,40,0,0,0,0,0,-2,0,31975.3333333333,1116.66666666667
240000,2,2,2,29,0,0,0,0,0,0,0,42288.6666666667,4433.66666666667
400000,2,2,2,42,-1,-1,-1,-1,0,0,0,32621.8333333333,16045.6666666667
20000,1,3,2,26,3,2,2,2,2,-1,1,316.666666666667,191.666666666667
170000,1,1,1,40,0,0,0,0,2,0,0,115136.666666667,4703.83333333333
360000,1,1,1,47,-1,-1,-1,0,-1,-1,0,60421.5,33375
50000,1,2,1,31,1,2,0,0,0,0,0,50799.8333333333,1616.66666666667
150000,2,6,2,40,0,0,0,0,0,-2,1,104671.5,27955.6666666667
290000,2,3,2,29,0,0,0,0,0,0,0,283097.5,10500
210000,1,1,2,29,-2,-2,-2,-2,-2,-2,0,922.666666666667,924.166666666667
50000,1,2,1,25,0,0,0,0,0,0,0,46347.5,1780.83333333333
10000,2,2,1,37,-1,4,3,2,2,2,0,2664.66666666667,156
500000,2,1,2,27,0,0,-1,-1,-2,-1,0,-92.5,2085.66666666667
200000,2,1,2,31,-1,-1,-1,-1,0,0,0,3199.83333333333,1648.66666666667
350000,2,1,2,31,0,-1,0,0,0,0,0,34018,15413.3333333333
60000,2,2,1,38,0,0,-2,-1,-1,-1,0,5189.16666666667,3639.16666666667
420000,2,3,2,35,0,0,0,0,0,0,0,54091.1666666667,1983.66666666667
110000,2,1,2,28,0,0,0,0,0,0,0,78477.8333333333,6461
160000,2,2,2,35,0,0,0,0,0,0,0,132281.333333333,6642.33333333333
30000,2,3,2,50,-1,-1,-2,-2,-2,-2,1,110.833333333333,0
360000,2,2,1,56,-1,-1,-1,-2,-2,-2,0,544.166666666667,397.5
280000,1,3,1,47,-1,-1,-2,-2,-1,-1,0,3175,3251.33333333333
140000,1,2,1,32,0,0,0,0,2,0,0,68553.8333333333,2711.16666666667
60000,2,3,1,48,0,0,0,0,0,0,0,53295.5,2283.33333333333
250000,1,1,2,56,-2,-2,-2,-2,-2,-2,0,542.666666666667,418.166666666667
80000,1,3,1,42,0,0,0,-2,-1,0,0,2883,1800
30000,2,2,2,31,0,0,0,-2,-2,-2,0,9621.66666666667,833.333333333333
120000,2,2,2,32,0,0,0,0,0,2,1,16934.1666666667,2418
90000,2,1,2,23,0,0,0,0,2,0,0,63690,3850
180000,1,1,2,28,1,-2,-2,-2,-1,-1,0,461.833333333333,669.166666666667
200000,1,2,1,35,0,0,2,0,0,2,1,162290.166666667,5908.5
50000,2,2,2,33,0,0,0,0,0,0,0,17755.5,2232.66666666667
270000,2,2,1,47,-2,-2,-2,-2,-2,-2,0,7650,7994.33333333333
140000,1,3,2,35,0,0,2,0,0,0,0,50426.5,2734.33333333333
500000,2,1,1,52,-2,-2,-2,-2,-2,-2,0,11486.8333333333,12213.6666666667
110000,2,2,2,39,0,0,0,0,0,0,0,109625.5,5200
210000,1,2,2,24,0,0,0,0,0,0,1,42676,2017.83333333333
30000,2,2,1,52,2,2,2,2,2,2,1,20754.5,1083.33333333333
20000,1,2,1,46,-1,2,0,0,0,0,1,9774.33333333333,1615.83333333333
10000,1,2,2,41,1,2,2,2,2,2,0,9710.66666666667,491.166666666667
100000,1,1,1,31,0,0,0,0,0,0,0,67889.8333333333,3500
270000,2,1,2,27,-1,-1,-1,0,-1,-1,0,1764.16666666667,2466.66666666667
220000,2,1,2,30,0,0,0,0,-1,-1,0,24368.5,11076.1666666667
230000,1,2,2,27,0,0,0,0,0,0,0,3529.66666666667,1616.66666666667
260000,1,2,1,53,-2,-2,-2,-2,-2,-2,0,-1,0
140000,2,2,2,27,0,0,0,2,2,2,0,86083.5,4000
70000,2,1,2,24,2,2,2,0,0,0,1,21863.1666666667,2438.66666666667
50000,2,2,2,48,0,0,0,0,0,0,0,43454.1666666667,1752.16666666667
150000,1,1,1,57,-2,-2,-2,-1,-1,0,0,111557.166666667,30255
200000,1,1,2,30,0,0,0,0,0,0,0,47790.6666666667,1998.16666666667
260000,2,2,1,42,0,0,0,0,0,0,0,29011.3333333333,2583.33333333333
510000,1,1,2,32,0,0,0,0,0,0,0,61535.5,2416.66666666667
350000,1,1,1,37,-2,-2,-2,-2,-2,-2,0,1614.16666666667,2251
120000,1,1,1,37,0,0,0,0,0,0,0,76686.8333333333,4350
200000,2,1,1,34,-2,-2,-2,-2,-2,-2,0,10146.5,13564.5
30000,1,1,2,24,0,0,0,0,0,0,0,17562.3333333333,1303.66666666667
100000,2,2,1,33,0,0,0,0,0,2,0,74483.5,3541.66666666667
130000,1,3,2,37,1,-2,-1,0,0,0,0,569.666666666667,583.333333333333
260000,2,1,1,48,0,0,0,-2,-2,-2,0,2778.66666666667,833.333333333333
130000,2,3,1,42,1,-2,-2,-2,-2,-2,0,0,833.333333333333
20000,1,1,2,29,0,0,2,0,0,0,0,17280.8333333333,1361.66666666667
50000,2,1,2,23,-2,-2,-2,-2,-2,-2,0,34538.8333333333,2262.5
320000,2,1,2,30,-1,-1,-1,-1,-1,-1,0,6896.16666666667,5796
150000,1,1,2,41,-1,2,-1,-1,-1,-1,0,1320,825
400000,1,2,1,30,-1,0,0,0,-1,-1,0,13044.1666666667,6128.33333333333
200000,2,1,2,28,1,2,0,0,0,0,1,184124,5641.33333333333
360000,1,2,1,47,0,-1,-1,-1,-1,-1,0,1705.66666666667,387.5
30000,2,2,2,25,1,2,2,2,2,2,0,27689.6666666667,1250
30000,1,1,2,29,1,2,2,2,2,2,1,28305.5,1500
200000,1,2,1,40,0,0,-1,0,0,0,0,69581,24260.6666666667
120000,1,2,1,27,2,3,2,0,0,3,1,109465.166666667,2500
210000,1,1,2,30,-1,-1,-1,0,-1,-1,0,961,1035.33333333333
30000,1,3,1,50,-1,2,0,0,-2,-2,1,1691,218.166666666667
80000,2,3,1,31,0,0,0,-1,0,0,1,46383.8333333333,14364.8333333333
170000,1,1,2,31,0,0,0,0,0,0,0,166474,6321.83333333333
20000,1,2,1,36,3,2,2,2,2,2,1,18660.3333333333,1036.16666666667
200000,1,1,2,33,-1,-1,-1,0,-1,-1,0,6947.16666666667,4952.83333333333
20000,2,2,2,24,2,0,0,0,0,3,1,5210.16666666667,787.333333333333
20000,2,1,1,43,-1,-1,-1,0,0,-2,0,1539.16666666667,1087.83333333333
10000,1,3,1,46,0,0,0,0,0,-2,0,5643.33333333333,391.666666666667
30000,2,3,2,22,-1,-1,0,-1,0,-1,0,13901.5,14261.6666666667
240000,2,2,1,36,0,0,0,0,0,0,0,218959,7094.83333333333
50000,2,2,2,25,0,0,0,0,0,2,0,51469.5,2281.83333333333
290000,2,1,2,30,-1,-1,-1,-1,-1,-1,0,203.833333333333,110.5
50000,1,2,2,33,0,0,0,0,0,0,1,19763.5,1478.5
460000,2,1,2,29,0,0,0,0,0,0,0,166761.666666667,7186.16666666667
230000,2,1,2,46,-1,-1,-1,-1,-1,-1,0,849,899
70000,1,2,2,38,0,0,2,0,0,0,0,29675,1865.33333333333
120000,2,3,1,48,-1,2,-1,-1,0,-1,1,2193.16666666667,1519.16666666667
80000,2,1,2,25,0,0,0,0,0,0,0,63832.1666666667,2490.5
300000,2,3,1,28,-1,-1,-1,-1,-1,-1,1,390,390
150000,2,3,1,25,0,0,0,0,0,0,0,22616.8333333333,9618.66666666667
80000,2,2,2,24,0,0,0,0,0,0,0,63938.3333333333,2356.16666666667
50000,1,1,2,26,0,0,0,0,0,2,1,46474.3333333333,1942.33333333333
500000,2,1,2,31,1,-1,-1,-1,-1,0,0,27897.6666666667,20895.5
160000,2,2,1,23,0,0,0,0,0,0,0,60692.5,17179
50000,1,2,2,24,0,0,0,0,0,0,0,14445.1666666667,1033.33333333333
170000,1,2,2,42,0,0,0,0,0,0,0,99205.5,4034.83333333333
100000,1,1,2,27,0,0,0,0,0,0,0,65282,3074.66666666667
50000,1,3,1,24,0,0,2,0,0,0,0,17417.5,881.166666666667
90000,2,3,1,37,0,0,0,0,0,0,0,65352,2391.83333333333
250000,2,1,2,42,-1,-1,0,0,0,0,0,43111.8333333333,23362.6666666667
100000,2,1,2,30,-1,2,0,0,-1,-1,0,23292.5,10849.5
150000,1,2,1,45,2,3,3,2,0,0,0,137289.5,7250
240000,1,1,1,36,-1,-1,-2,-1,-1,-1,0,-7.5,374.166666666667
50000,1,2,1,38,0,0,0,0,0,0,1,49323.8333333333,1983.33333333333
260000,2,2,2,35,0,0,0,0,0,0,0,129451.666666667,3819.5
250000,2,1,2,32,0,0,0,0,0,0,0,30267,3091.66666666667
200000,2,1,2,28,-1,-1,-1,-1,-1,-1,0,10976.1666666667,17113.5
110000,1,1,1,48,0,0,0,0,0,0,0,73078.3333333333,2365.16666666667
120000,2,3,1,58,1,2,2,2,2,2,1,83581,3533.33333333333
20000,1,1,2,29,0,0,0,0,0,0,0,20393.3333333333,1466.66666666667
150000,2,2,1,28,0,0,0,0,0,0,0,103742.5,4750
20000,1,2,1,55,0,0,0,0,0,0,1,18296.6666666667,996.333333333333
130000,1,1,2,26,0,-1,0,0,0,0,0,52663.6666666667,23095.3333333333
210000,1,3,1,39,-2,-2,-2,-2,-2,-2,0,1870.33333333333,226.333333333333
500000,1,1,2,35,-1,0,-1,-1,-1,0,0,57571.3333333333,28588.1666666667
290000,2,1,1,38,1,-1,0,0,0,-1,0,6760.83333333333,3860.83333333333
90000,2,3,1,25,0,0,0,0,0,0,0,13016,1103.33333333333
180000,2,3,1,36,-2,-2,-2,-1,-1,-1,0,6012.33333333333,4093.5
320000,1,2,2,32,0,0,0,0,0,0,0,25260.1666666667,2416.66666666667
20000,1,2,2,25,0,0,0,0,0,-1,0,8484,892.166666666667
170000,1,1,1,35,0,0,0,0,0,2,0,145136.666666667,5512.33333333333
230000,2,1,1,32,1,-2,-1,-1,-1,-1,0,1933.33333333333,1935.16666666667
30000,1,3,2,46,3,2,0,0,0,0,1,14200.1666666667,656.833333333333
180000,1,1,2,27,-1,-1,-1,-1,-1,-1,1,1233.83333333333,895.666666666667
120000,2,2,1,51,-1,-1,0,0,0,0,0,47098.1666666667,26786.3333333333
360000,2,1,1,51,-2,-2,-2,-2,-2,-2,0,1807.83333333333,1854
210000,2,2,3,52,-1,-1,-1,-1,0,0,0,16522.3333333333,10673.3333333333
80000,2,2,2,25,-1,-1,-1,-1,-1,-1,0,4513.5,5053.16666666667
30000,1,5,1,56,0,0,0,-1,-1,-1,0,9143.16666666667,767.166666666667
60000,2,2,2,44,0,0,0,0,0,0,0,40828.3333333333,1678
280000,2,2,2,37,0,0,0,0,0,0,0,178265,7750
140000,2,2,2,26,0,0,0,0,0,0,0,56889.8333333333,4150
20000,2,2,2,44,0,0,0,-1,-1,-1,0,4149.16666666667,5273
210000,2,2,2,41,-2,-2,-2,-2,-2,-2,0,372.5,687.833333333333
50000,1,2,2,30,0,0,0,0,0,0,0,37663.5,1570.5
90000,2,1,1,44,-1,-1,-2,-2,-2,-2,0,89.8333333333333,0
300000,1,1,1,54,-1,-1,-1,-1,-1,-1,1,385.5,351.166666666667
250000,2,2,1,39,-1,-1,-1,-1,-1,-1,0,13838,13733.6666666667
260000,2,1,2,31,0,0,0,0,0,0,0,72122,5112.66666666667
20000,1,2,2,24,1,3,2,2,3,2,0,7723.66666666667,383.333333333333
60000,1,2,2,24,0,0,-1,0,0,-1,0,13868.3333333333,5072.66666666667
180000,1,3,1,36,-1,-1,-1,-1,-1,-1,0,2456.66666666667,3542.33333333333
160000,1,3,2,28,2,2,2,2,2,0,1,138018.333333333,4654.16666666667
20000,1,2,1,40,0,0,0,0,0,0,0,17077.3333333333,1633.33333333333
50000,2,2,1,45,0,0,0,0,0,0,0,16481.1666666667,607.5
50000,1,3,1,34,0,0,0,0,0,0,0,12026.3333333333,3901.16666666667
310000,2,1,2,35,0,0,0,0,0,0,1,281288.666666667,12220.3333333333
200000,2,1,2,29,-1,0,-1,-1,0,0,0,11654.5,12199.5
270000,2,2,1,56,0,0,0,0,0,0,0,113841.5,4392.16666666667
360000,1,3,1,56,-1,-1,-1,-1,-1,-1,0,5847.16666666667,2356.33333333333
180000,1,2,1,36,2,2,2,2,2,2,1,118384.833333333,4166.66666666667
100000,2,3,1,26,0,0,0,0,0,0,0,40043.3333333333,3369
30000,2,2,2,26,0,0,0,0,0,0,0,17067.6666666667,958.333333333333
50000,2,1,2,52,0,0,0,-2,-1,-1,0,1290.16666666667,219.666666666667
210000,1,3,2,48,0,0,0,0,-1,-1,0,54048.5,20196.5
200000,2,1,1,34,-2,-2,-2,-2,-2,-2,0,0,0
260000,2,1,2,29,0,0,0,0,0,0,0,178027,5918.83333333333
290000,2,2,1,48,-1,-1,-1,-1,-1,-1,0,13739.8333333333,9069.5
50000,2,2,1,45,0,0,0,0,0,0,0,17565.1666666667,1198.5
200000,2,1,1,43,1,-1,-1,-2,-2,-1,1,143.333333333333,168.333333333333
260000,2,1,2,28,-2,-2,-2,-2,-2,-2,0,3377.83333333333,4566.33333333333
50000,1,2,1,58,-1,0,0,0,0,0,0,52208.3333333333,1963.83333333333
390000,2,2,2,39,0,0,0,0,0,0,0,56661.1666666667,3500
500000,2,1,2,34,0,0,0,0,0,0,0,75098.6666666667,2834.33333333333
140000,2,2,1,37,0,0,0,0,0,0,0,128386,5289.33333333333
150000,2,2,1,43,-2,-2,-2,-2,-2,-2,0,8899.83333333333,8925.16666666667
90000,2,2,2,28,0,0,0,0,0,2,0,74660.5,5959.66666666667
10000,1,2,2,35,0,0,0,0,0,0,0,8515,1732.33333333333
50000,1,2,2,27,0,0,0,-2,-2,-2,0,8669.83333333333,166.666666666667
360000,2,1,2,27,1,-2,-1,-1,-1,-1,0,380,708.333333333333
180000,1,1,1,37,-1,0,0,0,0,0,0,82866.3333333333,6242.33333333333
150000,2,2,2,28,2,0,0,0,0,0,1,80917.1666666667,4342.66666666667
360000,1,2,1,38,-2,-2,-2,-2,-2,-2,0,1049.33333333333,836.666666666667
400000,2,2,2,40,1,-2,-2,-2,-2,-2,0,0,0
230000,1,2,1,41,0,0,0,0,0,0,0,227983.833333333,9450
290000,1,2,1,49,-2,-2,-2,-2,-2,-2,0,5211.66666666667,4890.66666666667
180000,2,2,1,27,0,0,0,0,0,0,0,112645,3903.16666666667
200000,1,2,1,32,2,2,2,2,2,0,1,113531.666666667,4105.83333333333
200000,2,1,1,35,2,0,0,0,0,0,1,210687.166666667,7455.66666666667
180000,1,2,2,26,0,0,0,0,0,0,0,108311.833333333,3346.66666666667
400000,2,1,1,32,-2,-2,-2,-2,-2,-1,0,762.166666666667,848.333333333333
200000,1,3,1,48,-2,-2,-2,-2,-2,-2,0,5591.5,6501.33333333333
100000,2,1,2,32,1,2,0,0,-1,0,0,16529.1666666667,7052.83333333333
20000,1,3,2,32,0,0,2,2,2,0,1,9229.83333333333,2733.33333333333
140000,1,1,2,30,0,0,-2,-2,-1,-1,0,3525.5,1758.83333333333
520000,1,1,2,29,0,0,0,0,0,0,0,252489.5,7202.66666666667
210000,2,2,2,27,0,0,0,0,0,0,0,25524,2346.16666666667
110000,1,2,1,39,0,0,0,0,0,0,0,43022.6666666667,3334.5
230000,1,3,1,30,0,0,0,0,0,0,0,47669.3333333333,1347.5
60000,2,2,1,28,0,0,0,0,0,0,1,28588.6666666667,1297.66666666667
380000,1,3,1,53,-2,-2,-2,-2,-2,-2,0,0,0
50000,1,3,1,49,1,2,0,0,0,0,0,34304,1665.83333333333
220000,1,1,1,32,-1,2,-1,-1,0,0,0,356.666666666667,220
380000,1,1,1,39,1,-2,-2,-2,-2,-2,1,0,0
50000,1,2,2,49,1,2,0,0,0,0,0,36129.5,1533.33333333333
350000,1,2,2,36,0,0,0,0,0,0,0,25268.8333333333,8219
80000,2,2,2,24,0,0,2,2,2,2,0,75863.3333333333,3047.66666666667
140000,2,2,1,45,0,0,0,2,2,2,0,60522.5,2583.33333333333
50000,2,2,2,24,1,-2,-1,-1,0,0,0,14635.3333333333,11041.5
50000,2,2,1,41,0,0,0,0,0,0,0,11718.8333333333,783.333333333333
320000,2,1,2,30,-1,-1,-1,-1,-1,-2,0,10117.1666666667,15841.3333333333
410000,2,2,1,50,0,0,0,0,0,0,0,367817.333333333,13666.6666666667
100000,2,2,1,25,0,0,0,0,0,0,0,99797.1666666667,3778.33333333333
430000,2,2,1,42,2,2,2,2,2,2,1,301295.666666667,9666.66666666667
20000,1,2,2,24,-1,-1,-1,-1,-1,-1,0,390,260
40000,1,1,2,26,2,0,0,2,2,0,1,38936.6666666667,1766.66666666667
120000,2,2,2,24,0,0,0,0,0,0,0,90101.6666666667,3435
40000,2,2,1,36,2,2,2,2,0,0,1,7254.16666666667,1139
50000,1,2,2,25,-1,-1,-1,-1,0,0,0,5217.33333333333,4648.5
10000,1,2,2,21,0,0,0,0,0,0,0,8865.33333333333,552.833333333333
240000,1,1,2,32,-2,-2,-2,-2,-2,-2,0,3155.66666666667,3156.83333333333
160000,2,2,2,24,0,0,0,0,0,0,0,150312.666666667,6066.66666666667
50000,2,3,1,52,2,0,0,0,0,0,0,49654.3333333333,1993.33333333333
140000,2,3,1,60,0,0,0,0,0,0,1,136988.833333333,4945
80000,2,2,1,24,0,0,0,0,0,0,0,77880,1735.83333333333
150000,1,2,1,41,0,0,0,0,0,0,0,144200.5,5086.5
140000,2,2,1,35,0,0,0,0,0,0,0,115357.333333333,4306.83333333333
170000,2,2,2,26,0,0,0,0,0,0,0,130273.5,4338.66666666667
220000,1,1,2,37,-2,-2,-2,-2,-2,-2,1,0,0
20000,2,3,3,41,-2,-2,-2,-2,-2,-2,0,1333.16666666667,1684.66666666667
100000,2,1,2,25,0,0,0,0,2,0,0,14900.1666666667,1354.16666666667
