CREDIT_LIMIT,sex,education,marriage,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,default_payment_next_month,avg_bill_amt,avg_pay_amt
350000,2,1,2,31,0,-1,0,0,0,0,0,34018,15413.333333333334
60000,2,2,1,38,0,0,-2,-1,-1,-1,0,5189.166666666667,3639.1666666666665
420000,2,3,2,35,0,0,0,0,0,0,0,54091.166666666664,1983.6666666666667
110000,2,1,2,28,0,0,0,0,0,0,0,78477.83333333333,6461
160000,2,2,2,35,0,0,0,0,0,0,0,132281.33333333334,6642.333333333333
30000,2,3,2,50,-1,-1,-2,-2,-2,-2,1,110.83333333333333,0
360000,2,2,1,56,-1,-1,-1,-2,-2,-2,0,544.1666666666666,397.5
280000,1,3,1,47,-1,-1,-2,-2,-1,-1,0,3175,3251.3333333333335
140000,1,2,1,32,0,0,0,0,2,0,0,68553.83333333333,2711.1666666666665
60000,2,3,1,48,0,0,0,0,0,0,0,53295.5,2283.3333333333335
250000,1,1,2,56,-2,-2,-2,-2,-2,-2,0,542.6666666666666,418.1666666666667
80000,1,3,1,42,0,0,0,-2,-1,0,0,2883,1800
30000,2,2,2,31,0,0,0,-2,-2,-2,0,9621.666666666666,833.3333333333334
120000,2,2,2,32,0,0,0,0,0,2,1,16934.166666666668,2418
90000,2,1,2,23,0,0,0,0,2,0,0,63690,3850
180000,1,1,2,28,1,-2,-2,-2,-1,-1,0,461.8333333333333,669.1666666666666
200000,1,2,1,35,0,0,2,0,0,2,1,162290.16666666666,5908.5
50000,2,2,2,33,0,0,0,0,0,0,0,17755.5,2232.6666666666665
270000,2,2,1,47,-2,-2,-2,-2,-2,-2,0,7650,7994.333333333333
140000,1,3,2,35,0,0,2,0,0,0,0,50426.5,2734.3333333333335
500000,2,1,1,52,-2,-2,-2,-2,-2,-2,0,11486.833333333334,12213.666666666666
110000,2,2,2,39,0,0,0,0,0,0,0,109625.5,5200
210000,1,2,2,24,0,0,0,0,0,0,1,42676,2017.8333333333333
30000,2,2,1,52,2,2,2,2,2,2,1,20754.5,1083.3333333333333
20000,1,2,1,46,-1,2,0,0,0,0,1,9774.333333333334,1615.8333333333333
10000,1,2,2,41,1,2,2,2,2,2,0,9710.666666666666,491.1666666666667
100000,1,1,1,31,0,0,0,0,0,0,0,67889.83333333333,3500
270000,2,1,2,27,-1,-1,-1,0,-1,-1,0,1764.1666666666667,2466.6666666666665
220000,2,1,2,30,0,0,0,0,-1,-1,0,24368.5,11076.166666666666
230000,1,2,2,27,0,0,0,0,0,0,0,3529.6666666666665,1616.6666666666667
260000,1,2,1,53,-2,-2,-2,-2,-2,-2,0,-1,0
140000,2,2,2,27,0,0,0,2,2,2,0,86083.5,4000
70000,2,1,2,24,2,2,2,0,0,0,1,21863.166666666668,2438.6666666666665
50000,2,2,2,48,0,0,0,0,0,0,0,43454.166666666664,1752.1666666666667
150000,1,1,1,57,-2,-2,-2,-1,-1,0,0,111557.16666666667,30255
200000,1,1,2,30,0,0,0,0,0,0,0,47790.666666666664,1998.1666666666667
260000,2,2,1,42,0,0,0,0,0,0,0,29011.333333333332,2583.3333333333335
510000,1,1,2,32,0,0,0,0,0,0,0,61535.5,2416.6666666666665
350000,1,1,1,37,-2,-2,-2,-2,-2,-2,0,1614.1666666666667,2251
120000,1,1,1,37,0,0,0,0,0,0,0,76686.83333333333,4350
200000,2,1,1,34,-2,-2,-2,-2,-2,-2,0,10146.5,13564.5
30000,1,1,2,24,0,0,0,0,0,0,0,17562.333333333332,1303.6666666666667
100000,2,2,1,33,0,0,0,0,0,2,0,74483.5,3541.6666666666665
130000,1,3,2,37,1,-2,-1,0,0,0,0,569.6666666666666,583.3333333333334
260000,2,1,1,48,0,0,0,-2,-2,-2,0,2778.6666666666665,833.3333333333334
130000,2,3,1,42,1,-2,-2,-2,-2,-2,0,0,833.3333333333334
20000,1,1,2,29,0,0,2,0,0,0,0,17280.833333333332,1361.6666666666667
50000,2,1,2,23,-2,-2,-2,-2,-2,-2,0,34538.833333333336,2262.5
320000,2,1,2,30,-1,-1,-1,-1,-1,-1,0,6896.166666666667,5796
150000,1,1,2,41,-1,2,-1,-1,-1,-1,0,1320,825
400000,1,2,1,30,-1,0,0,0,-1,-1,0,13044.166666666666,6128.333333333333
200000,2,1,2,28,1,2,0,0,0,0,1,184124,5641.333333333333
360000,1,2,1,47,0,-1,-1,-1,-1,-1,0,1705.6666666666667,387.5
30000,2,2,2,25,1,2,2,2,2,2,0,27689.666666666668,1250
30000,1,1,2,29,1,2,2,2,2,2,1,28305.5,1500
200000,1,2,1,40,0,0,-1,0,0,0,0,69581,24260.666666666668
120000,1,2,1,27,2,3,2,0,0,3,1,109465.16666666667,2500
210000,1,1,2,30,-1,-1,-1,0,-1,-1,0,961,1035.3333333333333
30000,1,3,1,50,-1,2,0,0,-2,-2,1,1691,218.16666666666666
80000,2,3,1,31,0,0,0,-1,0,0,1,46383.833333333336,14364.833333333334
170000,1,1,2,31,0,0,0,0,0,0,0,166474,6321.833333333333
20000,1,2,1,36,3,2,2,2,2,2,1,18660.333333333332,1036.1666666666667
200000,1,1,2,33,-1,-1,-1,0,-1,-1,0,6947.166666666667,4952.833333333333
20000,2,2,2,24,2,0,0,0,0,3,1,5210.166666666667,787.3333333333334
20000,2,1,1,43,-1,-1,-1,0,0,-2,0,1539.1666666666667,1087.8333333333333
10000,1,3,1,46,0,0,0,0,0,-2,0,5643.333333333333,391.6666666666667
30000,2,3,2,22,-1,-1,0,-1,0,-1,0,13901.5,14261.666666666666
240000,2,2,1,36,0,0,0,0,0,0,0,218959,7094.833333333333
50000,2,2,2,25,0,0,0,0,0,2,0,51469.5,2281.8333333333335
290000,2,1,2,30,-1,-1,-1,-1,-1,-1,0,203.83333333333334,110.5
50000,1,2,2,33,0,0,0,0,0,0,1,19763.5,1478.5
460000,2,1,2,29,0,0,0,0,0,0,0,166761.66666666666,7186.166666666667
230000,2,1,2,46,-1,-1,-1,-1,-1,-1,0,849,899
70000,1,2,2,38,0,0,2,0,0,0,0,29675,1865.3333333333333
120000,2,3,1,48,-1,2,-1,-1,0,-1,1,2193.1666666666665,1519.1666666666667
80000,2,1,2,25,0,0,0,0,0,0,0,63832.166666666664,2490.5
300000,2,3,1,28,-1,-1,-1,-1,-1,-1,1,390,390
150000,2,3,1,25,0,0,0,0,0,0,0,22616.833333333332,9618.666666666666
80000,2,2,2,24,0,0,0,0,0,0,0,63938.333333333336,2356.1666666666665
50000,1,1,2,26,0,0,0,0,0,2,1,46474.333333333336,1942.3333333333333
500000,2,1,2,31,1,-1,-1,-1,-1,0,0,27897.666666666668,20895.5
160000,2,2,1,23,0,0,0,0,0,0,0,60692.5,17179
50000,1,2,2,24,0,0,0,0,0,0,0,14445.166666666666,1033.3333333333333
170000,1,2,2,42,0,0,0,0,0,0,0,99205.5,4034.8333333333335
100000,1,1,2,27,0,0,0,0,0,0,0,65282,3074.6666666666665
50000,1,3,1,24,0,0,2,0,0,0,0,17417.5,881.1666666666666
90000,2,3,1,37,0,0,0,0,0,0,0,65352,2391.8333333333335
250000,2,1,2,42,-1,-1,0,0,0,0,0,43111.833333333336,23362.666666666668
100000,2,1,2,30,-1,2,0,0,-1,-1,0,23292.5,10849.5
150000,1,2,1,45,2,3,3,2,0,0,0,137289.5,7250
240000,1,1,1,36,-1,-1,-2,-1,-1,-1,0,-7.5,374.1666666666667
50000,1,2,1,38,0,0,0,0,0,0,1,49323.833333333336,1983.3333333333333
260000,2,2,2,35,0,0,0,0,0,0,0,129451.66666666667,3819.5
250000,2,1,2,32,0,0,0,0,0,0,0,30267,3091.6666666666665
200000,2,1,2,28,-1,-1,-1,-1,-1,-1,0,10976.166666666666,17113.5
110000,1,1,1,48,0,0,0,0,0,0,0,73078.33333333333,2365.1666666666665
120000,2,3,1,58,1,2,2,2,2,2,1,83581,3533.3333333333335
20000,1,1,2,29,0,0,0,0,0,0,0,20393.333333333332,1466.6666666666667
150000,2,2,1,28,0,0,0,0,0,0,0,103742.5,4750
20000,1,2,1,55,0,0,0,0,0,0,1,18296.666666666668,996.3333333333334
130000,1,1,2,26,0,-1,0,0,0,0,0,52663.666666666664,23095.333333333332
210000,1,3,1,39,-2,-2,-2,-2,-2,-2,0,1870.3333333333333,226.33333333333334
500000,1,1,2,35,-1,0,-1,-1,-1,0,0,57571.333333333336,28588.166666666668
290000,2,1,1,38,1,-1,0,0,0,-1,0,6760.833333333333,3860.8333333333335
90000,2,3,1,25,0,0,0,0,0,0,0,13016,1103.3333333333333
180000,2,3,1,36,-2,-2,-2,-1,-1,-1,0,6012.333333333333,4093.5
320000,1,2,2,32,0,0,0,0,0,0,0,25260.166666666668,2416.6666666666665
20000,1,2,2,25,0,0,0,0,0,-1,0,8484,892.1666666666666
170000,1,1,1,35,0,0,0,0,0,2,0,145136.66666666666,5512.333333333333
230000,2,1,1,32,1,-2,-1,-1,-1,-1,0,1933.3333333333333,1935.1666666666667
30000,1,3,2,46,3,2,0,0,0,0,1,14200.166666666666,656.8333333333334
180000,1,1,2,27,-1,-1,-1,-1,-1,-1,1,1233.8333333333333,895.6666666666666
120000,2,2,1,51,-1,-1,0,0,0,0,0,47098.166666666664,26786.333333333332
360000,2,1,1,51,-2,-2,-2,-2,-2,-2,0,1807.8333333333333,1854
210000,2,2,3,52,-1,-1,-1,-1,0,0,0,16522.333333333332,10673.333333333334
80000,2,2,2,25,-1,-1,-1,-1,-1,-1,0,4513.5,5053.166666666667
30000,1,5,1,56,0,0,0,-1,-1,-1,0,9143.166666666666,767.1666666666666
60000,2,2,2,44,0,0,0,0,0,0,0,40828.333333333336,1678
280000,2,2,2,37,0,0,0,0,0,0,0,178265,7750
140000,2,2,2,26,0,0,0,0,0,0,0,56889.833333333336,4150
20000,2,2,2,44,0,0,0,-1,-1,-1,0,4149.166666666667,5273
210000,2,2,2,41,-2,-2,-2,-2,-2,-2,0,372.5,687.8333333333334
50000,1,2,2,30,0,0,0,0,0,0,0,37663.5,1570.5
90000,2,1,1,44,-1,-1,-2,-2,-2,-2,0,89.83333333333333,0
300000,1,1,1,54,-1,-1,-1,-1,-1,-1,1,385.5,351.1666666666667
250000,2,2,1,39,-1,-1,-1,-1,-1,-1,0,13838,13733.666666666666
260000,2,1,2,31,0,0,0,0,0,0,0,72122,5112.666666666667
20000,1,2,2,24,1,3,2,2,3,2,0,7723.666666666667,383.3333333333333
60000,1,2,2,24,0,0,-1,0,0,-1,0,13868.333333333334,5072.666666666667
180000,1,3,1,36,-1,-1,-1,-1,-1,-1,0,2456.6666666666665,3542.3333333333335
160000,1,3,2,28,2,2,2,2,2,0,1,138018.33333333334,4654.166666666667
20000,1,2,1,40,0,0,0,0,0,0,0,17077.333333333332,1633.3333333333333
50000,2,2,1,45,0,0,0,0,0,0,0,16481.166666666668,607.5
50000,1,3,1,34,0,0,0,0,0,0,0,12026.333333333334,3901.1666666666665
310000,2,1,2,35,0,0,0,0,0,0,1,281288.6666666667,12220.333333333334
200000,2,1,2,29,-1,0,-1,-1,0,0,0,11654.5,12199.5
270000,2,2,1,56,0,0,0,0,0,0,0,113841.5,4392.166666666667
360000,1,3,1,56,-1,-1,-1,-1,-1,-1,0,5847.166666666667,2356.3333333333335
180000,1,2,1,36,2,2,2,2,2,2,1,118384.83333333333,4166.666666666667
100000,2,3,1,26,0,0,0,0,0,0,0,40043.333333333336,3369
30000,2,2,2,26,0,0,0,0,0,0,0,17067.666666666668,958.3333333333334
50000,2,1,2,52,0,0,0,-2,-1,-1,0,1290.1666666666667,219.66666666666666
210000,1,3,2,48,0,0,0,0,-1,-1,0,54048.5,20196.5
200000,2,1,1,34,-2,-2,-2,-2,-2,-2,0,0,0
260000,2,1,2,29,0,0,0,0,0,0,0,178027,5918.833333333333
290000,2,2,1,48,-1,-1,-1,-1,-1,-1,0,13739.833333333334,9069.5
50000,2,2,1,45,0,0,0,0,0,0,0,17565.166666666668,1198.5
200000,2,1,1,43,1,-1,-1,-2,-2,-1,1,143.33333333333334,168.33333333333334
260000,2,1,2,28,-2,-2,-2,-2,-2,-2,0,3377.8333333333335,4566.333333333333
50000,1,2,1,58,-1,0,0,0,0,0,0,52208.333333333336,1963.8333333333333
390000,2,2,2,39,0,0,0,0,0,0,0,56661.166666666664,3500
500000,2,1,2,34,0,0,0,0,0,0,0,75098.66666666667,2834.3333333333335
140000,2,2,1,37,0,0,0,0,0,0,0,128386,5289.333333333333
150000,2,2,1,43,-2,-2,-2,-2,-2,-2,0,8899.833333333334,8925.166666666666
90000,2,2,2,28,0,0,0,0,0,2,0,74660.5,5959.666666666667
10000,1,2,2,35,0,0,0,0,0,0,0,8515,1732.3333333333333
50000,1,2,2,27,0,0,0,-2,-2,-2,0,8669.833333333334,166.66666666666666
360000,2,1,2,27,1,-2,-1,-1,-1,-1,0,380,708.3333333333334
180000,1,1,1,37,-1,0,0,0,0,0,0,82866.33333333333,6242.333333333333
150000,2,2,2,28,2,0,0,0,0,0,1,80917.16666666667,4342.666666666667
360000,1,2,1,38,-2,-2,-2,-2,-2,-2,0,1049.3333333333333,836.6666666666666
400000,2,2,2,40,1,-2,-2,-2,-2,-2,0,0,0
230000,1,2,1,41,0,0,0,0,0,0,0,227983.83333333334,9450
290000,1,2,1,49,-2,-2,-2,-2,-2,-2,0,5211.666666666667,4890.666666666667
180000,2,2,1,27,0,0,0,0,0,0,0,112645,3903.1666666666665
200000,1,2,1,32,2,2,2,2,2,0,1,113531.66666666667,4105.833333333333
200000,2,1,1,35,2,0,0,0,0,0,1,210687.16666666666,7455.666666666667
180000,1,2,2,26,0,0,0,0,0,0,0,108311.83333333333,3346.6666666666665
400000,2,1,1,32,-2,-2,-2,-2,-2,-1,0,762.1666666666666,848.3333333333334
200000,1,3,1,48,-2,-2,-2,-2,-2,-2,0,5591.5,6501.333333333333
100000,2,1,2,32,1,2,0,0,-1,0,0,16529.166666666668,7052.833333333333
20000,1,3,2,32,0,0,2,2,2,0,1,9229.833333333334,2733.3333333333335
140000,1,1,2,30,0,0,-2,-2,-1,-1,0,3525.5,1758.8333333333333
520000,1,1,2,29,0,0,0,0,0,0,0,252489.5,7202.666666666667
210000,2,2,2,27,0,0,0,0,0,0,0,25524,2346.1666666666665
110000,1,2,1,39,0,0,0,0,0,0,0,43022.666666666664,3334.5
230000,1,3,1,30,0,0,0,0,0,0,0,47669.333333333336,1347.5
60000,2,2,1,28,0,0,0,0,0,0,1,28588.666666666668,1297.6666666666667
380000,1,3,1,53,-2,-2,-2,-2,-2,-2,0,0,0
50000,1,3,1,49,1,2,0,0,0,0,0,34304,1665.8333333333333
220000,1,1,1,32,-1,2,-1,-1,0,0,0,356.6666666666667,220
380000,1,1,1,39,1,-2,-2,-2,-2,-2,1,0,0
50000,1,2,2,49,1,2,0,0,0,0,0,36129.5,1533.3333333333333
350000,1,2,2,36,0,0,0,0,0,0,0,25268.833333333332,8219
80000,2,2,2,24,0,0,2,2,2,2,0,75863.33333333333,3047.6666666666665
140000,2,2,1,45,0,0,0,2,2,2,0,60522.5,2583.3333333333335
50000,2,2,2,24,1,-2,-1,-1,0,0,0,14635.333333333334,11041.5
50000,2,2,1,41,0,0,0,0,0,0,0,11718.833333333334,783.3333333333334
320000,2,1,2,30,-1,-1,-1,-1,-1,-2,0,10117.166666666666,15841.333333333334
410000,2,2,1,50,0,0,0,0,0,0,0,367817.3333333333,13666.666666666666
100000,2,2,1,25,0,0,0,0,0,0,0,99797.16666666667,3778.3333333333335
430000,2,2,1,42,2,2,2,2,2,2,1,301295.6666666667,9666.666666666666
20000,1,2,2,24,-1,-1,-1,-1,-1,-1,0,390,260
40000,1,1,2,26,2,0,0,2,2,0,1,38936.666666666664,1766.6666666666667
120000,2,2,2,24,0,0,0,0,0,0,0,90101.66666666667,3435
40000,2,2,1,36,2,2,2,2,0,0,1,7254.166666666667,1139
50000,1,2,2,25,-1,-1,-1,-1,0,0,0,5217.333333333333,4648.5
10000,1,2,2,21,0,0,0,0,0,0,0,8865.333333333334,552.8333333333334
240000,1,1,2,32,-2,-2,-2,-2,-2,-2,0,3155.6666666666665,3156.8333333333335
160000,2,2,2,24,0,0,0,0,0,0,0,150312.66666666666,6066.666666666667
50000,2,3,1,52,2,0,0,0,0,0,0,49654.333333333336,1993.3333333333333
140000,2,3,1,60,0,0,0,0,0,0,1,136988.83333333334,4945
80000,2,2,1,24,0,0,0,0,0,0,0,77880,1735.8333333333333
150000,1,2,1,41,0,0,0,0,0,0,0,144200.5,5086.5
